317	0
38	0
105	0
1	0
238	0
80	0
51	0
338	0
71	0
42	0
171	0
280	0
342	0
117	0
196	0
96	0
346	0
9	0
209	0
88	0
330	0
288	0
130	0
192	0
30	0
201	0
126	0
17	0
138	0
180	0
46	0
55	0
321	0
296	0
134	0
313	0
309	0
276	0
188	0
5	0
151	0
292	0
176	0
230	375
159	0
221	0
255	0
92	0
184	0
155	0
213	0
355	0
76	0
259	367
142	0
284	0
251	0
59	0
167	0
334	0
163	0
146	0
242	0
226	0
363	0
121	0
326	0
301	0
67	0
109	0
34	0
351	0
21	0
113	0
305	0
26	0
101	379
263	0
217	383
359	0
271	0
267	371
246	0
205	0
84	0
63	0
13	0
234	0
252	0
347	0
260	0
322	0
10	0
39	0
289	0
310	0
127	0
93	0
64	0
360	0
22	376
327	0
352	384
156	0
114	0
356	0
331	0
185	0
264	0
35	0
181	0
193	0
81	0
177	0
239	0
231	0
135	0
106	0
189	0
222	0
247	0
256	0
281	380
210	0
122	0
164	0
139	0
214	0
102	0
43	0
297	0
202	0
227	0
172	0
364	0
277	0
118	0
2	0
272	0
197	0
335	0
52	0
343	0
56	0
235	0
143	0
72	0
6	0
47	0
293	0
27	0
97	0
152	0
85	368
18	0
131	0
68	0
339	0
302	0
60	0
318	0
218	0
168	0
206	0
110	0
243	0
314	0
77	372
306	0
285	0
89	0
268	0
31	0
147	0
160	0
14	0
57	0
11	0
336	0
28	0
361	0
3	0
236	0
365	0
273	0
344	0
173	0
223	0
290	0
165	0
7	373
19	0
315	0
98	369
103	0
36	0
294	0
44	0
90	0
65	0
153	0
265	0
190	0
332	0
69	0
248	0
282	0
61	0
115	381
307	0
240	0
182	0
194	0
169	0
311	0
128	0
211	377
348	0
86	0
40	0
244	0
261	0
111	0
53	0
48	0
303	0
298	0
232	0
82	0
253	0
136	0
228	0
257	0
286	0
15	0
140	0
357	0
119	0
161	0
123	0
132	0
328	0
78	0
198	0
23	0
353	0
32	0
107	0
319	0
340	0
278	0
157	0
94	0
323	0
219	0
73	0
215	0
203	385
178	0
144	0
186	0
148	0
207	0
269	0
149	374
20	0
237	0
174	0
283	0
316	0
299	0
137	0
124	0
87	0
8	0
308	0
279	0
108	0
266	0
37	0
337	0
120	0
129	0
187	0
304	370
345	0
74	0
362	0
262	0
116	0
324	0
16	0
33	0
62	0
199	0
212	0
354	0
158	0
133	0
54	0
58	0
141	0
274	0
83	0
45	0
287	0
320	378
358	0
220	0
249	0
216	0
312	0
12	0
145	0
49	0
166	0
245	386
4	0
195	0
154	0
170	0
41	0
91	0
183	0
95	0
179	0
66	0
241	0
254	0
366	0
99	0
24	0
104	0
333	0
208	0
204	0
291	0
229	0
270	0
79	0
162	0
112	0
329	0
295	0
341	382
29	0
224	0
258	0
233	0
70	0
191	0
349	0
75	300
50	250
25	275
125	200
150	225
100	350
175	325
